roll		pitch		yaw		AccX	AccY	AccZ	GyrX	GyrY	GyrZ	MagX	MagY	MagZ

1.08489258977	0.211823424482	176.37071092	-1	235	16708	1	-3	2	125	41	33

1.78259284741	0.375423336764	173.348115668	-26	218	16800	1	0	2	122	42	33

2.26520518834	0.51012333154	170.421636034	-32	250	16817	0	-2	1	119	47	30

2.45625483357	0.567308373864	168.05737052	-31	237	16798	0	-2	1	121	48	28

2.45442301005	0.573877000906	166.325554022	-36	222	16803	1	-2	1	123	47	28

2.3590535182	0.555816846581	164.891078265	-36	222	16799	1	-1	0	122	47	25

2.26723486296	0.536990185609	163.567534146	-29	225	16826	0	-1	0	119	48	25

2.12512118566	0.498617420084	162.597638658	-30	223	16820	0	-3	0	124	49	26

1.94681078636	0.44328625253	161.974907987	-22	218	16802	0	-2	1	126	48	27

1.72180280578	0.379055120731	161.750768694	-27	203	16807	0	-2	1	121	43	28

1.57510011066	0.348255131487	161.377147162	-42	212	16810	0	-2	1	121	45	25

1.49992392925	0.32809290716	160.872213486	-32	228	16812	0	-2	0	120	47	26

1.36289847853	0.305983544365	160.686092963	-52	201	16810	0	-2	4	121	45	28

1.23308434042	0.260032161366	160.653024544	-31	215	16830	1	-3	-1	117	42	24

1.15767374853	0.233047680069	160.489992976	-27	214	16827	-1	-2	3	118	44	28

1.10840052602	0.223570153467	160.360251283	-51	238	16833	0	-4	1	121	45	27

1.11113594817	0.211649859108	159.99923645	-18	231	16820	-1	-3	0	121	48	28

1.10041219881	0.203556285906	159.699574949	-26	224	16812	0	-4	-1	118	47	29

1.02186551679	0.17645071117	159.728225355	-30	221	16811	2	-2	-1	121	45	27

0.943509153079	0.153562447482	159.811709545	-36	214	16818	0	-4	2	123	45	25

0.956366610373	0.155767189727	159.577222518	-32	226	16813	0	-5	0	119	47	29

0.913791940714	0.143472972198	159.507164713	-26	202	16796	1	-2	0	120	46	27

0.912501349373	0.15055693103	159.337458111	-38	217	16818	-1	-3	1	119	47	30

0.869266825244	0.13797017807	159.369690613	-34	217	16830	0	-2	2	119	45	25

0.889148469874	0.13329644372	159.172191909	-16	225	16831	0	-2	1	120	48	29

0.861557798857	0.109864818746	159.249475791	-23	246	16823	-1	-4	1	122	46	27

0.806601958403	0.0827205770581	159.445448562	-18	222	16819	1	-3	0	121	44	23

0.830428121365	0.0982060883354	159.278794031	-35	220	16838	1	-4	1	119	47	28

0.852284112105	0.0915920229184	159.145758243	-9	237	16828	-1	-2	0	124	49	30

0.825563869332	0.0911548024985	159.153110854	-31	214	16826	1	-2	1	117	45	30

0.799968810215	0.105951004406	159.197717508	-53	217	16825	1	-1	1	121	46	26

0.747741189463	0.101625503917	159.373975772	-52	210	16814	0	-5	1	120	44	26

0.729098244612	0.0938777777055	159.4867923	-35	226	16823	0	-2	-1	122	45	28

0.699878380691	0.0862498858856	159.633064952	-38	215	16814	0	-3	1	121	44	28

0.753555267954	0.0901277542724	159.456328198	-18	226	16836	2	-3	2	120	47	27

0.754022211913	0.0983573363436	159.407687655	-40	209	16820	-1	-4	3	120	46	28

0.800360140848	0.108706994547	159.228882091	-27	233	16816	0	-2	-1	116	46	28

0.774324552954	0.104553553236	159.283306449	-36	213	16831	1	-2	2	119	45	29

0.768616709894	0.0942778913283	159.266147545	-17	213	16838	1	-1	1	120	46	26

0.744551229446	0.0888222087462	159.339726354	-34	210	16834	2	-3	0	120	45	28

0.804251629693	0.117403152048	159.080433601	-35	219	16819	0	-1	1	123	50	32

0.728867429448	0.0973188945206	159.40337703	-43	221	16829	-2	-3	-1	124	44	26

0.78073774842	0.12067293197	159.205151021	-45	230	16806	0	-3	0	118	47	27

0.782400695409	0.108586245058	159.186853014	-23	226	16818	0	-3	1	122	47	28

0.806911740359	0.127947504004	158.931731192	-38	197	16823	0	-3	1	120	49	26

0.788649119359	0.102236025253	159.013067044	-17	232	16840	1	-3	2	118	45	27

